Lam og piggvar på bryllupsmenyen ||| SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT
- Åh , no blir eg varm i håvve ! ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Vi har akkurat ringt Mia Hundvin og spurt hva hun tenker om Instagram-bildene hun har lagt ut . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Mia er kjent for å verne om privatlivet når hun intervjues , men på Instagram er det meste i Mias liv tilgjengelig for alle . ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Mia , eller @fleskedaier som hun heter på Instagram , legger ut bilder av seg selv på fest , av kjendisvennene , ungene , snowboardere på overnatting i luksusvillaen på Bygdøy og mormors gamle hånd i hennes tatoverte . ||| SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hun byr på seg selv . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Og hun er ikke alene . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Blant Instagrams 90 millioner brukere er en rekke norske kjendiser blant de ivrige . ||| SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Alle kjendiser ser ut til å kjenne hverandre , de dukker opp på hverandres boklanseringer , plateslipp og bryllup . ||| SHIFT ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Der tar de bilder av hverandre , tagger hverandre og legger ut bildene så alle kan se . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Og folk ser . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
E så jæla glad for at du er min søster , gratis underholdning hele livet ||| SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT
Når Jenny Skavlan legger ut bilder av dagens outfit , får hun kjapt 1834 likes , og en drøss med unge jenter som skriver kommentarer av typen « Jenny , du er så peeeeeeen ! » og « Hvor har du kjøpt genseren ? » . ||| SHIFT SHIFT ARC_R SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Her er salgstallene for Jennys bok , bikkjen som tygger på BH-en hennes og kjæresten Thomas « Fingern » Gullestad som ser på utringningen hennes . ||| SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Er du nysgjerrig på hvordan kjente folk egentlig lever ? ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Da er Instagram stedet . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Kjendiser som aldri ville stilt opp på hjemme hos-reportasje i Se og Hør , synes åpenbart det er helt greit å legge ut bilder av hytten sin , konen , frokosten og ungene i badekaret . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Man må jo ikke ta det så på alvor , og det må heller ikke dere gjøre ! ||| SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Mia Hundvin ler . ||| SHIFT ARC_R SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT
Hun står inne for det hun legger ut , profilen er som henne . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Rå , livsglad og vittig . ||| SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
« E så jæla glad for at du er min søster , gratis underholdning hele livet » , skriver Cecilie Hundvin under et barnebilde av Mia med turban og håndkletruse . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
På Instagram regisserer folk selv hvordan de ønsker å fremstå . ||| SHIFT ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Det har flere politikere oppdaget . ||| SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
- Det er en altfor godt bevart hemmelighet at politikere også er mennesker . ||| SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Hun legger ut bilder av det hun mener er byens beste bartender , fra konserter , fra venners bursdager og fra reiser i Stortings-sammenheng - der hun fint kan fleipe med størrelsen på egen bagasje målt opp mot Martin Kolbergs lille reiseveske , eller russiske doer uten dopapir , men med telefon og askebeger . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Personer som ellers er relativt restriktive , for eksempel en del politikere , viser helt nye sider av seg selv på Instagram . ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Hvorfor gjør de det , tror du ? ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- En som bruker sosiale medier kun til pressemeldinger , vil fort bli kjedelig og ikke få mange følgere . ||| SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
De som åpner for å diskutere og viser litt personlighet , blir mer populære . ||| SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Det er en generell utvikling vi har sett i det siste at politikere skal være mer personlige og vise at de er vanlige folk , sier medieviter Thomas Wold ved Psykologisk fakultet , NTNU . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Mens Siv Jensen ( @sivjensen ) har en profil uten et eneste bilde , har Jens Stoltenberg ( @jensstoltenberg ) så vidt begynt å prøve seg frem på Instagram . ||| SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Han har lagt ut seks bilder , inkludert et av seg selv og kronprinsesse Mette Marit , og et av seg selv med Bill Clinton . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Erna Solberg ( @erna_solberg ) har kommet mye lenger , med en profil med bilder av seg og datteren , sønnens fotballkamp , politiske møter , Vesterålen og Monica Mæland som steker vafler . ||| SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Byråd Filip Rygg ( @filiprygg ) er enda mer privat , med bilder av sinte brev sendt til Rådhuset , ordførerlunsj og bilder av barna som bader i badekaret konen har kjøpt på finn.no for 200 kroner . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Tror du alle tenker over at Instagram er et åpent forum ? ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Det burde de . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Det er like greit å forholde seg til sosiale medier som om det er offentlig . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Man har uansett ikke kontroll over hva andre deler og hvordan dette blir oppfattet . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
For eksempel var det en kar i Trondheim delte et relativt harmløst bilde av politikere på tur som sov i bussen . ||| SHIFT ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Det medførte mye vitsing om sløve politikere , sier medieviter Thomas Wold . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Wold synes det festes strenge krav til hvor ordentlige politikere skal være . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Han har selv ikke noe problem med å innse at politikere også går på bar , men understreker at de risikerer å gjøre det litt vrient for seg selv om de legger ut slike bilder . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Det kan blant annet medføre uønskede kommentarer . ||| SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
- Jeg skal snart holde et foredrag for Frp om sosiale medier . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Der vil jeg anbefale folk å tenke seg nøye om hvis de tenker på å legge ut noe som kan virke dumt . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Impulskontrollen er av og til for dårlig , også hos politikere . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
En titt på Instagram er som å snikkikke i kjente menneskers fotoalbum . ||| SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
« En gojente ved navn Kristin » , skriver Kurt Nilsen ( @bildepappa ) , og legger ut bilde av konen Kristin Nilsen . ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
« Sofiagull » , skriver Pia Tjelta ( @piatjelta ) under et bilde av datteren Sofia . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
« Min lillesøster ... Aktivisten , sangeren , mammaen , mitt hjerte , mitt liv , a fucking pain in the ass » , er kommentaren fra Tshawe Baqwa ( @madc0n ) på et bilde av lillesøsteren Nosizwe . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Extra-programleder Vibeke Klemetsen ( @vibekeklemetsen ) fikk 72 likes på et bilde av seg selv dekket av oppkast . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
« Jeg lo og gråt om hverandre da Liam spydde meg ned i bilen i går kveld ... ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
#tragikomisk » . ||| SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
- Grensene for hva man deler fra privatlivet er flyttet . ||| SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Hva skyldes det ? ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
- Vi har ganske lenge hatt en generell intimisering av offentligheten . ||| SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Sosiale medier passer så godt inn i denne tidsånden . ||| SHIFT ARC_L SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
De har nok også bidratt til en utvikling der folk er mer villige til å bli overvåket , sier medieviter Thomas Wold . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Ser du noen fare menneskelig sett ved å være privat med mange ? ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Det kommer an på om man makter å sette grenser . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Enkelte ser ut til å være litt grenseløse . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
